subject,subject_type,relation,object,object_type,source_url,sentence
Driving Miss,PERSON,direct,2012,DATE,https://en.wikipedia.org/wiki/Academy_Award_for_Best_Picture,"Only six films have been awarded Best Picture without receiving a Best Director nomination: Wings directed by William A. Wellman (1927/28), Grand Hotel directed by Edmund Goulding (1931/32), Driving Miss Daisy directed by Bruce Beresford (1989), Argo directed by Ben Affleck (2012), Green Book directed by Peter Farrelly (2018), and CODA directed by Sian Heder (2021)."
Driving Miss,PERSON,award without,Green Book,WORK_OF_ART,https://en.wikipedia.org/wiki/Academy_Award_for_Best_Picture,"Only six films have been awarded Best Picture without receiving a Best Director nomination: Wings directed by William A. Wellman (1927/28), Grand Hotel directed by Edmund Goulding (1931/32), Driving Miss Daisy directed by Bruce Beresford (1989), Argo directed by Ben Affleck (2012), Green Book directed by Peter Farrelly (2018), and CODA directed by Sian Heder (2021)."
Driving Miss,PERSON,direct,Peter Farrelly,PERSON,https://en.wikipedia.org/wiki/Academy_Award_for_Best_Picture,"Only six films have been awarded Best Picture without receiving a Best Director nomination: Wings directed by William A. Wellman (1927/28), Grand Hotel directed by Edmund Goulding (1931/32), Driving Miss Daisy directed by Bruce Beresford (1989), Argo directed by Ben Affleck (2012), Green Book directed by Peter Farrelly (2018), and CODA directed by Sian Heder (2021)."
Driving Miss,PERSON,direct,2018,DATE,https://en.wikipedia.org/wiki/Academy_Award_for_Best_Picture,"Only six films have been awarded Best Picture without receiving a Best Director nomination: Wings directed by William A. Wellman (1927/28), Grand Hotel directed by Edmund Goulding (1931/32), Driving Miss Daisy directed by Bruce Beresford (1989), Argo directed by Ben Affleck (2012), Green Book directed by Peter Farrelly (2018), and CODA directed by Sian Heder (2021)."
Driving Miss,PERSON,direct,Sian Heder,PERSON,https://en.wikipedia.org/wiki/Academy_Award_for_Best_Picture,"Only six films have been awarded Best Picture without receiving a Best Director nomination: Wings directed by William A. Wellman (1927/28), Grand Hotel directed by Edmund Goulding (1931/32), Driving Miss Daisy directed by Bruce Beresford (1989), Argo directed by Ben Affleck (2012), Green Book directed by Peter Farrelly (2018), and CODA directed by Sian Heder (2021)."
Driving Miss,PERSON,direct,2021,DATE,https://en.wikipedia.org/wiki/Academy_Award_for_Best_Picture,"Only six films have been awarded Best Picture without receiving a Best Director nomination: Wings directed by William A. Wellman (1927/28), Grand Hotel directed by Edmund Goulding (1931/32), Driving Miss Daisy directed by Bruce Beresford (1989), Argo directed by Ben Affleck (2012), Green Book directed by Peter Farrelly (2018), and CODA directed by Sian Heder (2021)."
Daisy,PERSON,direct,Bruce Beresford,PERSON,https://en.wikipedia.org/wiki/Academy_Award_for_Best_Picture,"Only six films have been awarded Best Picture without receiving a Best Director nomination: Wings directed by William A. Wellman (1927/28), Grand Hotel directed by Edmund Goulding (1931/32), Driving Miss Daisy directed by Bruce Beresford (1989), Argo directed by Ben Affleck (2012), Green Book directed by Peter Farrelly (2018), and CODA directed by Sian Heder (2021)."
Daisy,PERSON,direct,1989,DATE,https://en.wikipedia.org/wiki/Academy_Award_for_Best_Picture,"Only six films have been awarded Best Picture without receiving a Best Director nomination: Wings directed by William A. Wellman (1927/28), Grand Hotel directed by Edmund Goulding (1931/32), Driving Miss Daisy directed by Bruce Beresford (1989), Argo directed by Ben Affleck (2012), Green Book directed by Peter Farrelly (2018), and CODA directed by Sian Heder (2021)."
Daisy,PERSON,direct,Argo,ORG,https://en.wikipedia.org/wiki/Academy_Award_for_Best_Picture,"Only six films have been awarded Best Picture without receiving a Best Director nomination: Wings directed by William A. Wellman (1927/28), Grand Hotel directed by Edmund Goulding (1931/32), Driving Miss Daisy directed by Bruce Beresford (1989), Argo directed by Ben Affleck (2012), Green Book directed by Peter Farrelly (2018), and CODA directed by Sian Heder (2021)."
Daisy,PERSON,direct,Ben Affleck,PERSON,https://en.wikipedia.org/wiki/Academy_Award_for_Best_Picture,"Only six films have been awarded Best Picture without receiving a Best Director nomination: Wings directed by William A. Wellman (1927/28), Grand Hotel directed by Edmund Goulding (1931/32), Driving Miss Daisy directed by Bruce Beresford (1989), Argo directed by Ben Affleck (2012), Green Book directed by Peter Farrelly (2018), and CODA directed by Sian Heder (2021)."
Daisy,PERSON,direct,2012,DATE,https://en.wikipedia.org/wiki/Academy_Award_for_Best_Picture,"Only six films have been awarded Best Picture without receiving a Best Director nomination: Wings directed by William A. Wellman (1927/28), Grand Hotel directed by Edmund Goulding (1931/32), Driving Miss Daisy directed by Bruce Beresford (1989), Argo directed by Ben Affleck (2012), Green Book directed by Peter Farrelly (2018), and CODA directed by Sian Heder (2021)."
Daisy,PERSON,award without,Green Book,WORK_OF_ART,https://en.wikipedia.org/wiki/Academy_Award_for_Best_Picture,"Only six films have been awarded Best Picture without receiving a Best Director nomination: Wings directed by William A. Wellman (1927/28), Grand Hotel directed by Edmund Goulding (1931/32), Driving Miss Daisy directed by Bruce Beresford (1989), Argo directed by Ben Affleck (2012), Green Book directed by Peter Farrelly (2018), and CODA directed by Sian Heder (2021)."
Daisy,PERSON,direct,Peter Farrelly,PERSON,https://en.wikipedia.org/wiki/Academy_Award_for_Best_Picture,"Only six films have been awarded Best Picture without receiving a Best Director nomination: Wings directed by William A. Wellman (1927/28), Grand Hotel directed by Edmund Goulding (1931/32), Driving Miss Daisy directed by Bruce Beresford (1989), Argo directed by Ben Affleck (2012), Green Book directed by Peter Farrelly (2018), and CODA directed by Sian Heder (2021)."
Daisy,PERSON,direct,2018,DATE,https://en.wikipedia.org/wiki/Academy_Award_for_Best_Picture,"Only six films have been awarded Best Picture without receiving a Best Director nomination: Wings directed by William A. Wellman (1927/28), Grand Hotel directed by Edmund Goulding (1931/32), Driving Miss Daisy directed by Bruce Beresford (1989), Argo directed by Ben Affleck (2012), Green Book directed by Peter Farrelly (2018), and CODA directed by Sian Heder (2021)."
Daisy,PERSON,direct,Sian Heder,PERSON,https://en.wikipedia.org/wiki/Academy_Award_for_Best_Picture,"Only six films have been awarded Best Picture without receiving a Best Director nomination: Wings directed by William A. Wellman (1927/28), Grand Hotel directed by Edmund Goulding (1931/32), Driving Miss Daisy directed by Bruce Beresford (1989), Argo directed by Ben Affleck (2012), Green Book directed by Peter Farrelly (2018), and CODA directed by Sian Heder (2021)."
Daisy,PERSON,direct,2021,DATE,https://en.wikipedia.org/wiki/Academy_Award_for_Best_Picture,"Only six films have been awarded Best Picture without receiving a Best Director nomination: Wings directed by William A. Wellman (1927/28), Grand Hotel directed by Edmund Goulding (1931/32), Driving Miss Daisy directed by Bruce Beresford (1989), Argo directed by Ben Affleck (2012), Green Book directed by Peter Farrelly (2018), and CODA directed by Sian Heder (2021)."
Bruce Beresford,PERSON,direct,1989,DATE,https://en.wikipedia.org/wiki/Academy_Award_for_Best_Picture,"Only six films have been awarded Best Picture without receiving a Best Director nomination: Wings directed by William A. Wellman (1927/28), Grand Hotel directed by Edmund Goulding (1931/32), Driving Miss Daisy directed by Bruce Beresford (1989), Argo directed by Ben Affleck (2012), Green Book directed by Peter Farrelly (2018), and CODA directed by Sian Heder (2021)."
Bruce Beresford,PERSON,co-occurs with,Argo,ORG,https://en.wikipedia.org/wiki/Academy_Award_for_Best_Picture,"Only six films have been awarded Best Picture without receiving a Best Director nomination: Wings directed by William A. Wellman (1927/28), Grand Hotel directed by Edmund Goulding (1931/32), Driving Miss Daisy directed by Bruce Beresford (1989), Argo directed by Ben Affleck (2012), Green Book directed by Peter Farrelly (2018), and CODA directed by Sian Heder (2021)."
Bruce Beresford,PERSON,direct,Ben Affleck,PERSON,https://en.wikipedia.org/wiki/Academy_Award_for_Best_Picture,"Only six films have been awarded Best Picture without receiving a Best Director nomination: Wings directed by William A. Wellman (1927/28), Grand Hotel directed by Edmund Goulding (1931/32), Driving Miss Daisy directed by Bruce Beresford (1989), Argo directed by Ben Affleck (2012), Green Book directed by Peter Farrelly (2018), and CODA directed by Sian Heder (2021)."
Bruce Beresford,PERSON,direct,2012,DATE,https://en.wikipedia.org/wiki/Academy_Award_for_Best_Picture,"Only six films have been awarded Best Picture without receiving a Best Director nomination: Wings directed by William A. Wellman (1927/28), Grand Hotel directed by Edmund Goulding (1931/32), Driving Miss Daisy directed by Bruce Beresford (1989), Argo directed by Ben Affleck (2012), Green Book directed by Peter Farrelly (2018), and CODA directed by Sian Heder (2021)."
Bruce Beresford,PERSON,direct,Green Book,WORK_OF_ART,https://en.wikipedia.org/wiki/Academy_Award_for_Best_Picture,"Only six films have been awarded Best Picture without receiving a Best Director nomination: Wings directed by William A. Wellman (1927/28), Grand Hotel directed by Edmund Goulding (1931/32), Driving Miss Daisy directed by Bruce Beresford (1989), Argo directed by Ben Affleck (2012), Green Book directed by Peter Farrelly (2018), and CODA directed by Sian Heder (2021)."
Bruce Beresford,PERSON,direct,Peter Farrelly,PERSON,https://en.wikipedia.org/wiki/Academy_Award_for_Best_Picture,"Only six films have been awarded Best Picture without receiving a Best Director nomination: Wings directed by William A. Wellman (1927/28), Grand Hotel directed by Edmund Goulding (1931/32), Driving Miss Daisy directed by Bruce Beresford (1989), Argo directed by Ben Affleck (2012), Green Book directed by Peter Farrelly (2018), and CODA directed by Sian Heder (2021)."
Bruce Beresford,PERSON,direct,2018,DATE,https://en.wikipedia.org/wiki/Academy_Award_for_Best_Picture,"Only six films have been awarded Best Picture without receiving a Best Director nomination: Wings directed by William A. Wellman (1927/28), Grand Hotel directed by Edmund Goulding (1931/32), Driving Miss Daisy directed by Bruce Beresford (1989), Argo directed by Ben Affleck (2012), Green Book directed by Peter Farrelly (2018), and CODA directed by Sian Heder (2021)."
Bruce Beresford,PERSON,direct,Sian Heder,PERSON,https://en.wikipedia.org/wiki/Academy_Award_for_Best_Picture,"Only six films have been awarded Best Picture without receiving a Best Director nomination: Wings directed by William A. Wellman (1927/28), Grand Hotel directed by Edmund Goulding (1931/32), Driving Miss Daisy directed by Bruce Beresford (1989), Argo directed by Ben Affleck (2012), Green Book directed by Peter Farrelly (2018), and CODA directed by Sian Heder (2021)."
Bruce Beresford,PERSON,direct,2021,DATE,https://en.wikipedia.org/wiki/Academy_Award_for_Best_Picture,"Only six films have been awarded Best Picture without receiving a Best Director nomination: Wings directed by William A. Wellman (1927/28), Grand Hotel directed by Edmund Goulding (1931/32), Driving Miss Daisy directed by Bruce Beresford (1989), Argo directed by Ben Affleck (2012), Green Book directed by Peter Farrelly (2018), and CODA directed by Sian Heder (2021)."
1989,DATE,co-occurs with,Argo,ORG,https://en.wikipedia.org/wiki/Academy_Award_for_Best_Picture,"Only six films have been awarded Best Picture without receiving a Best Director nomination: Wings directed by William A. Wellman (1927/28), Grand Hotel directed by Edmund Goulding (1931/32), Driving Miss Daisy directed by Bruce Beresford (1989), Argo directed by Ben Affleck (2012), Green Book directed by Peter Farrelly (2018), and CODA directed by Sian Heder (2021)."
1989,DATE,direct,Ben Affleck,PERSON,https://en.wikipedia.org/wiki/Academy_Award_for_Best_Picture,"Only six films have been awarded Best Picture without receiving a Best Director nomination: Wings directed by William A. Wellman (1927/28), Grand Hotel directed by Edmund Goulding (1931/32), Driving Miss Daisy directed by Bruce Beresford (1989), Argo directed by Ben Affleck (2012), Green Book directed by Peter Farrelly (2018), and CODA directed by Sian Heder (2021)."
1989,DATE,direct,2012,DATE,https://en.wikipedia.org/wiki/Academy_Award_for_Best_Picture,"Only six films have been awarded Best Picture without receiving a Best Director nomination: Wings directed by William A. Wellman (1927/28), Grand Hotel directed by Edmund Goulding (1931/32), Driving Miss Daisy directed by Bruce Beresford (1989), Argo directed by Ben Affleck (2012), Green Book directed by Peter Farrelly (2018), and CODA directed by Sian Heder (2021)."
1989,DATE,direct,Green Book,WORK_OF_ART,https://en.wikipedia.org/wiki/Academy_Award_for_Best_Picture,"Only six films have been awarded Best Picture without receiving a Best Director nomination: Wings directed by William A. Wellman (1927/28), Grand Hotel directed by Edmund Goulding (1931/32), Driving Miss Daisy directed by Bruce Beresford (1989), Argo directed by Ben Affleck (2012), Green Book directed by Peter Farrelly (2018), and CODA directed by Sian Heder (2021)."
1989,DATE,direct,Peter Farrelly,PERSON,https://en.wikipedia.org/wiki/Academy_Award_for_Best_Picture,"Only six films have been awarded Best Picture without receiving a Best Director nomination: Wings directed by William A. Wellman (1927/28), Grand Hotel directed by Edmund Goulding (1931/32), Driving Miss Daisy directed by Bruce Beresford (1989), Argo directed by Ben Affleck (2012), Green Book directed by Peter Farrelly (2018), and CODA directed by Sian Heder (2021)."
1989,DATE,direct,2018,DATE,https://en.wikipedia.org/wiki/Academy_Award_for_Best_Picture,"Only six films have been awarded Best Picture without receiving a Best Director nomination: Wings directed by William A. Wellman (1927/28), Grand Hotel directed by Edmund Goulding (1931/32), Driving Miss Daisy directed by Bruce Beresford (1989), Argo directed by Ben Affleck (2012), Green Book directed by Peter Farrelly (2018), and CODA directed by Sian Heder (2021)."
1989,DATE,direct,Sian Heder,PERSON,https://en.wikipedia.org/wiki/Academy_Award_for_Best_Picture,"Only six films have been awarded Best Picture without receiving a Best Director nomination: Wings directed by William A. Wellman (1927/28), Grand Hotel directed by Edmund Goulding (1931/32), Driving Miss Daisy directed by Bruce Beresford (1989), Argo directed by Ben Affleck (2012), Green Book directed by Peter Farrelly (2018), and CODA directed by Sian Heder (2021)."
1989,DATE,direct,2021,DATE,https://en.wikipedia.org/wiki/Academy_Award_for_Best_Picture,"Only six films have been awarded Best Picture without receiving a Best Director nomination: Wings directed by William A. Wellman (1927/28), Grand Hotel directed by Edmund Goulding (1931/32), Driving Miss Daisy directed by Bruce Beresford (1989), Argo directed by Ben Affleck (2012), Green Book directed by Peter Farrelly (2018), and CODA directed by Sian Heder (2021)."
Argo,ORG,direct,Ben Affleck,PERSON,https://en.wikipedia.org/wiki/Academy_Award_for_Best_Picture,"Only six films have been awarded Best Picture without receiving a Best Director nomination: Wings directed by William A. Wellman (1927/28), Grand Hotel directed by Edmund Goulding (1931/32), Driving Miss Daisy directed by Bruce Beresford (1989), Argo directed by Ben Affleck (2012), Green Book directed by Peter Farrelly (2018), and CODA directed by Sian Heder (2021)."
Argo,ORG,direct,2012,DATE,https://en.wikipedia.org/wiki/Academy_Award_for_Best_Picture,"Only six films have been awarded Best Picture without receiving a Best Director nomination: Wings directed by William A. Wellman (1927/28), Grand Hotel directed by Edmund Goulding (1931/32), Driving Miss Daisy directed by Bruce Beresford (1989), Argo directed by Ben Affleck (2012), Green Book directed by Peter Farrelly (2018), and CODA directed by Sian Heder (2021)."
Argo,ORG,direct,Green Book,WORK_OF_ART,https://en.wikipedia.org/wiki/Academy_Award_for_Best_Picture,"Only six films have been awarded Best Picture without receiving a Best Director nomination: Wings directed by William A. Wellman (1927/28), Grand Hotel directed by Edmund Goulding (1931/32), Driving Miss Daisy directed by Bruce Beresford (1989), Argo directed by Ben Affleck (2012), Green Book directed by Peter Farrelly (2018), and CODA directed by Sian Heder (2021)."
Argo,ORG,direct,Peter Farrelly,PERSON,https://en.wikipedia.org/wiki/Academy_Award_for_Best_Picture,"Only six films have been awarded Best Picture without receiving a Best Director nomination: Wings directed by William A. Wellman (1927/28), Grand Hotel directed by Edmund Goulding (1931/32), Driving Miss Daisy directed by Bruce Beresford (1989), Argo directed by Ben Affleck (2012), Green Book directed by Peter Farrelly (2018), and CODA directed by Sian Heder (2021)."
Argo,ORG,direct,2018,DATE,https://en.wikipedia.org/wiki/Academy_Award_for_Best_Picture,"Only six films have been awarded Best Picture without receiving a Best Director nomination: Wings directed by William A. Wellman (1927/28), Grand Hotel directed by Edmund Goulding (1931/32), Driving Miss Daisy directed by Bruce Beresford (1989), Argo directed by Ben Affleck (2012), Green Book directed by Peter Farrelly (2018), and CODA directed by Sian Heder (2021)."
Argo,ORG,direct,Sian Heder,PERSON,https://en.wikipedia.org/wiki/Academy_Award_for_Best_Picture,"Only six films have been awarded Best Picture without receiving a Best Director nomination: Wings directed by William A. Wellman (1927/28), Grand Hotel directed by Edmund Goulding (1931/32), Driving Miss Daisy directed by Bruce Beresford (1989), Argo directed by Ben Affleck (2012), Green Book directed by Peter Farrelly (2018), and CODA directed by Sian Heder (2021)."
Argo,ORG,direct,2021,DATE,https://en.wikipedia.org/wiki/Academy_Award_for_Best_Picture,"Only six films have been awarded Best Picture without receiving a Best Director nomination: Wings directed by William A. Wellman (1927/28), Grand Hotel directed by Edmund Goulding (1931/32), Driving Miss Daisy directed by Bruce Beresford (1989), Argo directed by Ben Affleck (2012), Green Book directed by Peter Farrelly (2018), and CODA directed by Sian Heder (2021)."
Ben Affleck,PERSON,direct,2012,DATE,https://en.wikipedia.org/wiki/Academy_Award_for_Best_Picture,"Only six films have been awarded Best Picture without receiving a Best Director nomination: Wings directed by William A. Wellman (1927/28), Grand Hotel directed by Edmund Goulding (1931/32), Driving Miss Daisy directed by Bruce Beresford (1989), Argo directed by Ben Affleck (2012), Green Book directed by Peter Farrelly (2018), and CODA directed by Sian Heder (2021)."
Ben Affleck,PERSON,co-occurs with,Green Book,WORK_OF_ART,https://en.wikipedia.org/wiki/Academy_Award_for_Best_Picture,"Only six films have been awarded Best Picture without receiving a Best Director nomination: Wings directed by William A. Wellman (1927/28), Grand Hotel directed by Edmund Goulding (1931/32), Driving Miss Daisy directed by Bruce Beresford (1989), Argo directed by Ben Affleck (2012), Green Book directed by Peter Farrelly (2018), and CODA directed by Sian Heder (2021)."
Ben Affleck,PERSON,direct,Peter Farrelly,PERSON,https://en.wikipedia.org/wiki/Academy_Award_for_Best_Picture,"Only six films have been awarded Best Picture without receiving a Best Director nomination: Wings directed by William A. Wellman (1927/28), Grand Hotel directed by Edmund Goulding (1931/32), Driving Miss Daisy directed by Bruce Beresford (1989), Argo directed by Ben Affleck (2012), Green Book directed by Peter Farrelly (2018), and CODA directed by Sian Heder (2021)."
Ben Affleck,PERSON,direct,2018,DATE,https://en.wikipedia.org/wiki/Academy_Award_for_Best_Picture,"Only six films have been awarded Best Picture without receiving a Best Director nomination: Wings directed by William A. Wellman (1927/28), Grand Hotel directed by Edmund Goulding (1931/32), Driving Miss Daisy directed by Bruce Beresford (1989), Argo directed by Ben Affleck (2012), Green Book directed by Peter Farrelly (2018), and CODA directed by Sian Heder (2021)."
Ben Affleck,PERSON,direct,Sian Heder,PERSON,https://en.wikipedia.org/wiki/Academy_Award_for_Best_Picture,"Only six films have been awarded Best Picture without receiving a Best Director nomination: Wings directed by William A. Wellman (1927/28), Grand Hotel directed by Edmund Goulding (1931/32), Driving Miss Daisy directed by Bruce Beresford (1989), Argo directed by Ben Affleck (2012), Green Book directed by Peter Farrelly (2018), and CODA directed by Sian Heder (2021)."
Ben Affleck,PERSON,direct,2021,DATE,https://en.wikipedia.org/wiki/Academy_Award_for_Best_Picture,"Only six films have been awarded Best Picture without receiving a Best Director nomination: Wings directed by William A. Wellman (1927/28), Grand Hotel directed by Edmund Goulding (1931/32), Driving Miss Daisy directed by Bruce Beresford (1989), Argo directed by Ben Affleck (2012), Green Book directed by Peter Farrelly (2018), and CODA directed by Sian Heder (2021)."
2012,DATE,co-occurs with,Green Book,WORK_OF_ART,https://en.wikipedia.org/wiki/Academy_Award_for_Best_Picture,"Only six films have been awarded Best Picture without receiving a Best Director nomination: Wings directed by William A. Wellman (1927/28), Grand Hotel directed by Edmund Goulding (1931/32), Driving Miss Daisy directed by Bruce Beresford (1989), Argo directed by Ben Affleck (2012), Green Book directed by Peter Farrelly (2018), and CODA directed by Sian Heder (2021)."
2012,DATE,direct,Peter Farrelly,PERSON,https://en.wikipedia.org/wiki/Academy_Award_for_Best_Picture,"Only six films have been awarded Best Picture without receiving a Best Director nomination: Wings directed by William A. Wellman (1927/28), Grand Hotel directed by Edmund Goulding (1931/32), Driving Miss Daisy directed by Bruce Beresford (1989), Argo directed by Ben Affleck (2012), Green Book directed by Peter Farrelly (2018), and CODA directed by Sian Heder (2021)."
2012,DATE,direct,2018,DATE,https://en.wikipedia.org/wiki/Academy_Award_for_Best_Picture,"Only six films have been awarded Best Picture without receiving a Best Director nomination: Wings directed by William A. Wellman (1927/28), Grand Hotel directed by Edmund Goulding (1931/32), Driving Miss Daisy directed by Bruce Beresford (1989), Argo directed by Ben Affleck (2012), Green Book directed by Peter Farrelly (2018), and CODA directed by Sian Heder (2021)."
2012,DATE,direct,Sian Heder,PERSON,https://en.wikipedia.org/wiki/Academy_Award_for_Best_Picture,"Only six films have been awarded Best Picture without receiving a Best Director nomination: Wings directed by William A. Wellman (1927/28), Grand Hotel directed by Edmund Goulding (1931/32), Driving Miss Daisy directed by Bruce Beresford (1989), Argo directed by Ben Affleck (2012), Green Book directed by Peter Farrelly (2018), and CODA directed by Sian Heder (2021)."
2012,DATE,direct,2021,DATE,https://en.wikipedia.org/wiki/Academy_Award_for_Best_Picture,"Only six films have been awarded Best Picture without receiving a Best Director nomination: Wings directed by William A. Wellman (1927/28), Grand Hotel directed by Edmund Goulding (1931/32), Driving Miss Daisy directed by Bruce Beresford (1989), Argo directed by Ben Affleck (2012), Green Book directed by Peter Farrelly (2018), and CODA directed by Sian Heder (2021)."
Green Book,WORK_OF_ART,direct,Peter Farrelly,PERSON,https://en.wikipedia.org/wiki/Academy_Award_for_Best_Picture,"Only six films have been awarded Best Picture without receiving a Best Director nomination: Wings directed by William A. Wellman (1927/28), Grand Hotel directed by Edmund Goulding (1931/32), Driving Miss Daisy directed by Bruce Beresford (1989), Argo directed by Ben Affleck (2012), Green Book directed by Peter Farrelly (2018), and CODA directed by Sian Heder (2021)."
Green Book,WORK_OF_ART,direct,2018,DATE,https://en.wikipedia.org/wiki/Academy_Award_for_Best_Picture,"Only six films have been awarded Best Picture without receiving a Best Director nomination: Wings directed by William A. Wellman (1927/28), Grand Hotel directed by Edmund Goulding (1931/32), Driving Miss Daisy directed by Bruce Beresford (1989), Argo directed by Ben Affleck (2012), Green Book directed by Peter Farrelly (2018), and CODA directed by Sian Heder (2021)."
Green Book,WORK_OF_ART,direct,Sian Heder,PERSON,https://en.wikipedia.org/wiki/Academy_Award_for_Best_Picture,"Only six films have been awarded Best Picture without receiving a Best Director nomination: Wings directed by William A. Wellman (1927/28), Grand Hotel directed by Edmund Goulding (1931/32), Driving Miss Daisy directed by Bruce Beresford (1989), Argo directed by Ben Affleck (2012), Green Book directed by Peter Farrelly (2018), and CODA directed by Sian Heder (2021)."
Green Book,WORK_OF_ART,direct,2021,DATE,https://en.wikipedia.org/wiki/Academy_Award_for_Best_Picture,"Only six films have been awarded Best Picture without receiving a Best Director nomination: Wings directed by William A. Wellman (1927/28), Grand Hotel directed by Edmund Goulding (1931/32), Driving Miss Daisy directed by Bruce Beresford (1989), Argo directed by Ben Affleck (2012), Green Book directed by Peter Farrelly (2018), and CODA directed by Sian Heder (2021)."
Peter Farrelly,PERSON,direct,2018,DATE,https://en.wikipedia.org/wiki/Academy_Award_for_Best_Picture,"Only six films have been awarded Best Picture without receiving a Best Director nomination: Wings directed by William A. Wellman (1927/28), Grand Hotel directed by Edmund Goulding (1931/32), Driving Miss Daisy directed by Bruce Beresford (1989), Argo directed by Ben Affleck (2012), Green Book directed by Peter Farrelly (2018), and CODA directed by Sian Heder (2021)."
Peter Farrelly,PERSON,direct,Sian Heder,PERSON,https://en.wikipedia.org/wiki/Academy_Award_for_Best_Picture,"Only six films have been awarded Best Picture without receiving a Best Director nomination: Wings directed by William A. Wellman (1927/28), Grand Hotel directed by Edmund Goulding (1931/32), Driving Miss Daisy directed by Bruce Beresford (1989), Argo directed by Ben Affleck (2012), Green Book directed by Peter Farrelly (2018), and CODA directed by Sian Heder (2021)."
Peter Farrelly,PERSON,direct,2021,DATE,https://en.wikipedia.org/wiki/Academy_Award_for_Best_Picture,"Only six films have been awarded Best Picture without receiving a Best Director nomination: Wings directed by William A. Wellman (1927/28), Grand Hotel directed by Edmund Goulding (1931/32), Driving Miss Daisy directed by Bruce Beresford (1989), Argo directed by Ben Affleck (2012), Green Book directed by Peter Farrelly (2018), and CODA directed by Sian Heder (2021)."
2018,DATE,direct,Sian Heder,PERSON,https://en.wikipedia.org/wiki/Academy_Award_for_Best_Picture,"Only six films have been awarded Best Picture without receiving a Best Director nomination: Wings directed by William A. Wellman (1927/28), Grand Hotel directed by Edmund Goulding (1931/32), Driving Miss Daisy directed by Bruce Beresford (1989), Argo directed by Ben Affleck (2012), Green Book directed by Peter Farrelly (2018), and CODA directed by Sian Heder (2021)."
2018,DATE,direct,2021,DATE,https://en.wikipedia.org/wiki/Academy_Award_for_Best_Picture,"Only six films have been awarded Best Picture without receiving a Best Director nomination: Wings directed by William A. Wellman (1927/28), Grand Hotel directed by Edmund Goulding (1931/32), Driving Miss Daisy directed by Bruce Beresford (1989), Argo directed by Ben Affleck (2012), Green Book directed by Peter Farrelly (2018), and CODA directed by Sian Heder (2021)."
Sian Heder,PERSON,direct,2021,DATE,https://en.wikipedia.org/wiki/Academy_Award_for_Best_Picture,"Only six films have been awarded Best Picture without receiving a Best Director nomination: Wings directed by William A. Wellman (1927/28), Grand Hotel directed by Edmund Goulding (1931/32), Driving Miss Daisy directed by Bruce Beresford (1989), Argo directed by Ben Affleck (2012), Green Book directed by Peter Farrelly (2018), and CODA directed by Sian Heder (2021)."
Best Picture,ORG,co-occurs with,the early years,DATE,https://en.wikipedia.org/wiki/Academy_Award_for_Best_Picture,"The only two Best Director winners to win for films that did not receive a Best Picture nomination were during the early years of the awards: Lewis Milestone for Two Arabian Knights (1927/28), and Frank Lloyd for The Divine Lady (1928/29).[14]
Nomination limit increased
[edit]On June 24, 2009, the Academy of Motion Picture Arts and Sciences (AMPAS) announced that the number of films to be nominated in the Best Picture award category would increase from 5 to 10, starting with the 82nd Academy Awa"
Best Picture,ORG,co-occurs with,Lewis Milestone,PERSON,https://en.wikipedia.org/wiki/Academy_Award_for_Best_Picture,"The only two Best Director winners to win for films that did not receive a Best Picture nomination were during the early years of the awards: Lewis Milestone for Two Arabian Knights (1927/28), and Frank Lloyd for The Divine Lady (1928/29).[14]
Nomination limit increased
[edit]On June 24, 2009, the Academy of Motion Picture Arts and Sciences (AMPAS) announced that the number of films to be nominated in the Best Picture award category would increase from 5 to 10, starting with the 82nd Academy Awa"
Best Picture,ORG,co-occurs with,Arabian Knights,WORK_OF_ART,https://en.wikipedia.org/wiki/Academy_Award_for_Best_Picture,"The only two Best Director winners to win for films that did not receive a Best Picture nomination were during the early years of the awards: Lewis Milestone for Two Arabian Knights (1927/28), and Frank Lloyd for The Divine Lady (1928/29).[14]
Nomination limit increased
[edit]On June 24, 2009, the Academy of Motion Picture Arts and Sciences (AMPAS) announced that the number of films to be nominated in the Best Picture award category would increase from 5 to 10, starting with the 82nd Academy Awa"
Best Picture,ORG,co-occurs with,Frank Lloyd for The Divine,PERSON,https://en.wikipedia.org/wiki/Academy_Award_for_Best_Picture,"The only two Best Director winners to win for films that did not receive a Best Picture nomination were during the early years of the awards: Lewis Milestone for Two Arabian Knights (1927/28), and Frank Lloyd for The Divine Lady (1928/29).[14]
Nomination limit increased
[edit]On June 24, 2009, the Academy of Motion Picture Arts and Sciences (AMPAS) announced that the number of films to be nominated in the Best Picture award category would increase from 5 to 10, starting with the 82nd Academy Awa"
Best Picture,ORG,increase,"June 24, 2009",DATE,https://en.wikipedia.org/wiki/Academy_Award_for_Best_Picture,"The only two Best Director winners to win for films that did not receive a Best Picture nomination were during the early years of the awards: Lewis Milestone for Two Arabian Knights (1927/28), and Frank Lloyd for The Divine Lady (1928/29).[14]
Nomination limit increased
[edit]On June 24, 2009, the Academy of Motion Picture Arts and Sciences (AMPAS) announced that the number of films to be nominated in the Best Picture award category would increase from 5 to 10, starting with the 82nd Academy Awa"
